M_FR10_J12-J18,M_FR10,"12,37","11,32"
M_FR10_J40-J44_J47,M_FR10,"11,29","11,14"
M_FR10_J40-J47,M_FR10,"12,1","11,93"
M_FR10_J45_J46,M_FR10,"0,8","0,79"
M_FR10_J_OTH,M_FR10,"14,2","13,58"
M_FR10_K,M_FR10,"25,56","25,14"
M_FR10_K25-K28,M_FR10,"1,16","1,15"
M_FR10_K70_K73_K74,M_FR10,"9,19","9,87"
M_FR10_K_OTH,M_FR10,"15,21","14,11"
M_FR10_L,M_FR10,"0,91","0,94"
M_FR10_M,M_FR10,"3,3","3,52"
M_FR10_M_OTH,M_FR10,"2,96","3,23"
M_FR10_N,M_FR10,"10,28","8,88"
M_FR10_N00-N29,M_FR10,"6,46","5,92"
M_FR10_N_OTH,M_FR10,"3,83","2,95"
M_FR10_P,M_FR10,"3,76","3,18"
M_FR10_Q,M_FR10,"2,61","2,18"
M_FR10_R,M_FR10,"79,2","65,39"
M_FR10_R95,M_FR10,"0,29","0,22"
M_FR10_R96-R99,M_FR10,"55,97","46,02"
M_FR10_RHEUM_ARTHRO,M_FR10,"0,34","0,29"
M_FR10_R_OTH,M_FR10,"22,94","19,15"
M_FR10_TOXICO,M_FR10,"0,34","0,21"
M_FR10_V01-Y89,M_FR10,"41,29","37,42"
M_FR10_V01-Y89_OTH,M_FR10,"0,85","0,82"
M_FR10_V_Y85,M_FR10,"3,84","4,33"
M_FR10_W00-W19,M_FR10,"6,88","6,08"
M_FR10_W65-W74,M_FR10,"1,14","0,86"
M_FR10_X40-X49,M_FR10,"2,43","2,44"
M_FR10_X60-X84_Y870,M_FR10,"9,5","9,96"
M_FR10_X85-Y09_Y871,M_FR10,"0,51","0,62"
M_FR10_Y10-Y34_Y872,M_FR10,"1,73",1
M_FR10_C61,M_FR10,"20,04","19,16"
F_FR10_A-R_V-Y,F_FR10,"602,05","569,34"
F_FR10_A15-A19_B90,F_FR10,"0,67","0,56"
F_FR10_ACC,F_FR10,"24,27",22
F_FR10_ACC_OTH,F_FR10,"13,48","11,82"
F_FR10_A_B,F_FR10,"12,52","11,95"
F_FR10_A_B_OTH,F_FR10,"10,6","10,02"
F_FR10_B15-B19_B942,F_FR10,"0,83","0,83"
F_FR10_B20-B24,F_FR10,"0,42","0,53"
F_FR10_C,F_FR10,"157,49","156,39"
F_FR10_C00-C14,F_FR10,"2,09","1,99"
F_FR10_C00-D48,F_FR10,"164,33","163,79"
F_FR10_C15,F_FR10,"2,04","2,02"
F_FR10_C16,F_FR10,"3,98","3,73"
F_FR10_C18-C21,F_FR10,"17,31","17,37"
F_FR10_C22,F_FR10,"5,22","4,67"
F_FR10_C25,F_FR10,"12,04","11,56"
F_FR10_C32,F_FR10,"0,4","0,37"
F_FR10_C33_C34,F_FR10,"22,47","23,88"
F_FR10_C43,F_FR10,"1,8","1,85"
F_FR10_C50,F_FR10,"30,79","30,06"
F_FR10_C53,F_FR10,"2,48","2,17"
F_FR10_C54_C55,F_FR10,"5,57","5,65"
F_FR10_C56,F_FR10,"8,03","7,58"
F_FR10_C64,F_FR10,"2,75","2,62"
F_FR10_C67,F_FR10,"2,59","2,68"
F_FR10_C70-C72,F_FR10,"3,78","3,97"
F_FR10_C73,F_FR10,"0,48","0,63"
F_FR10_C81-C86,F_FR10,"5,09","4,82"
F_FR10_C88_C90_C96,F_FR10,"3,91","3,21"
F_FR10_C91-C95,F_FR10,"6,05","6,53"
F_FR10_C_OTH,F_FR10,"18,62","19,04"
F_FR10_D00-D48,F_FR10,"6,83","7,4"
F_FR10_D50-D89,F_FR10,"2,33","2,46"
F_FR10_E,F_FR10,"22,39","20,68"
F_FR10_E10-E14,F_FR10,"9,18","9,62"
F_FR10_E_OTH,F_FR10,"13,21","11,06"
F_FR10_F,F_FR10,"30,4","27,67"
F_FR10_F01_F03,F_FR10,26,"23,38"
F_FR10_F10,F_FR10,"1,15","0,88"
F_FR10_F_OTH,F_FR10,"3,26","3,36"
F_FR10_G20,F_FR10,"5,16","4,56"
F_FR10_G30,F_FR10,"26,48","25,29"
F_FR10_G_H,F_FR10,"42,91","40,04"
F_FR10_G_H_OTH,F_FR10,"11,27","10,2"
F_FR10_I,F_FR10,"131,69","131,4"
F_FR10_I20-I25,F_FR10,"23,49","24,95"
F_FR10_I20_I23-I25,F_FR10,"14,31","14,42"
F_FR10_I21_I22,F_FR10,"9,18","10,53"
F_FR10_I30-I51,F_FR10,"49,93","47,17"
F_FR10_I60-I69,F_FR10,"31,22","32,66"
F_FR10_I_OTH,F_FR10,"27,05","26,62"
F_FR10_J,F_FR10,"41,9","35,55"
F_FR10_J09-J11,F_FR10,"2,06","0,37"
F_FR10_J12-J18,F_FR10,"14,16","12,06"
F_FR10_J40-J44_J47,F_FR10,"8,61","7,43"
F_FR10_J40-J47,F_FR10,"10,03","8,88"
F_FR10_J45_J46,F_FR10,"1,42","1,45"
F_FR10_J_OTH,F_FR10,"15,65","14,24"
F_FR10_K,F_FR10,"21,32","20,3"
F_FR10_K25-K28,F_FR10,"1,02","0,79"
F_FR10_K70_K73_K74,F_FR10,"3,51","3,48"
F_FR10_K_OTH,F_FR10,"16,78","16,02"
F_FR10_L,F_FR10,"2,03","1,89"
F_FR10_M,F_FR10,"5,35","4,98"
F_FR10_M_OTH,F_FR10,"4,41","4,25"
F_FR10_N,F_FR10,"10,08","9,97"
F_FR10_N00-N29,F_FR10,"7,35","7,58"
F_FR10_N_OTH,F_FR10,"2,73","2,39"
F_FR10_O,F_FR10,"0,18","0,26"
F_FR10_P,F_FR10,"2,94","2,33"
F_FR10_Q,F_FR10,"2,01","2,39"
F_FR10_R,F_FR10,"80,83","66,33"
F_FR10_R95,F_FR10,"0,19","0,26"
F_FR10_R96-R99,F_FR10,"46,74","36,3"
F_FR10_RHEUM_ARTHRO,F_FR10,"0,94","0,72"
F_FR10_R_OTH,F_FR10,"33,9","29,77"
F_FR10_TOXICO,F_FR10,0,"0,05"
F_FR10_V01-Y89,F_FR10,"28,85","27,36"
F_FR10_V01-Y89_OTH,F_FR10,"0,67","0,93"
F_FR10_V_Y85,F_FR10,"0,96","1,3"
F_FR10_W00-W19,F_FR10,"7,51","6,45"
F_FR10_W65-W74,F_FR10,"0,38","0,31"
F_FR10_X40-X49,F_FR10,"1,95","2,12"
F_FR10_X60-X84_Y870,F_FR10,"3,11","3,92"
F_FR10_X85-Y09_Y871,F_FR10,"0,27","0,26"
F_FR10_Y10-Y34_Y872,F_FR10,"0,53","0,26"
M_FR21_A-R_V-Y,M_FR21,"1040,94","977,86"
M_FR21_A15-A19_B90,M_FR21,"0,61","1,23"
M_FR21_ACC,M_FR21,"51,2","42,92"
M_FR21_ACC_OTH,M_FR21,"25,45","20,54"
M_FR21_A_B,M_FR21,"19,62","20,69"
M_FR21_A_B_OTH,M_FR21,"17,63","17,48"
M_FR21_B15-B19_B942,M_FR21,"0,92","1,38"
M_FR21_B20-B24,M_FR21,"0,46","0,61"
M_FR21_C,M_FR21,"325,93","332,03"
M_FR21_C00-C14,M_FR21,"11,34","12,26"
M_FR21_C00-D48,M_FR21,"343,25","346,75"
M_FR21_C15,M_FR21,"12,11","10,42"
M_FR21_C16,M_FR21,"8,89","10,58"
M_FR21_C18-C21,M_FR21,"36,33","37,1"
M_FR21_C22,M_FR21,"23,15","17,48"
M_FR21_C25,M_FR21,"19,01","18,4"
M_FR21_C32,M_FR21,"3,53","4,6"
M_FR21_C33_C34,M_FR21,"89,22","86,46"
M_FR21_C43,M_FR21,"2,15","3,22"
M_FR21_C50,M_FR21,"1,23","0,77"
M_FR21_C64,M_FR21,"7,51","7,36"
M_FR21_C67,M_FR21,"13,03","17,17"
M_FR21_C70-C72,M_FR21,"7,05","5,06"
M_FR21_C73,M_FR21,"0,31","1,53"
M_FR21_C81-C86,M_FR21,"6,44","6,13"
M_FR21_C88_C90_C96,M_FR21,"5,37","5,37"
M_FR21_C91-C95,M_FR21,"8,89","11,8"
M_FR21_C_OTH,M_FR21,"39,71","43,54"
M_FR21_D00-D48,M_FR21,"17,32","14,72"
M_FR21_D50-D89,M_FR21,"3,37","3,53"
M_FR21_E,M_FR21,"38,02","36,79"
M_FR21_E10-E14,M_FR21,"25,3","23,91"
M_FR21_E_OTH,M_FR21,"12,72","12,88"
M_FR21_F,M_FR21,"29,59","29,74"
M_FR21_F01_F03,M_FR21,"16,1","14,87"
M_FR21_F10,M_FR21,"8,74","9,96"
M_FR21_F_OTH,M_FR21,"3,99","4,45"
M_FR21_G20,M_FR21,"12,57","10,88"
M_FR21_G30,M_FR21,"20,39","15,33"
M_FR21_G_H,M_FR21,"51,2","40,62"
M_FR21_G_H_OTH,M_FR21,"18,24","14,41"
M_FR21_I,M_FR21,"233,79","210,62"
M_FR21_I20-I25,M_FR21,"67,15","60,55"
M_FR21_I20_I23-I25,M_FR21,"36,18","37,56"
M_FR21_I21_I22,M_FR21,"30,97","22,99"
M_FR21_I30-I51,M_FR21,"80,95","74,65"
M_FR21_I60-I69,M_FR21,"45,07","39,86"
M_FR21_I_OTH,M_FR21,"40,63","35,56"
M_FR21_J,M_FR21,"77,27","63,16"
M_FR21_J09-J11,M_FR21,"1,07","1,07"
M_FR21_J12-J18,M_FR21,"23,92","17,32"
M_FR21_J40-J44_J47,M_FR21,"26,37","21,92"
